,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Commercial associate,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Academic degree,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Civil marriage,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_Co-op apartment,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
12820,1,0,1,0,67.14246575342466,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12821,1,0,1,1,35.92876712328767,1.1123287671232878,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12822,1,0,1,0,62.16164383561644,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12824,0,1,1,0,52.31506849315068,17.375342465753423,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12825,1,0,1,1,40.11506849315069,0.9452054794520548,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
12828,0,1,1,2,36.37260273972603,15.29041095890411,1,1,0,0,4.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12830,0,1,1,0,42.038356164383565,0.8602739726027397,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12832,1,0,1,0,45.31780821917808,0.2794520547945205,1,1,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12834,1,0,1,1,31.58630136986301,1.7835616438356163,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
12835,1,0,1,0,43.895890410958906,24.8,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
12840,1,1,1,0,42.44931506849315,11.791780821917808,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
12841,0,1,1,2,40.21095890410959,10.789041095890411,1,1,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12846,1,0,1,2,31.671232876712327,1.2794520547945205,1,1,0,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12852,0,1,1,2,36.09315068493151,6.786301369863014,1,0,0,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12868,0,1,1,0,49.59178082191781,4.947945205479452,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12870,0,1,1,1,46.36438356164384,6.950684931506849,1,0,0,0,3.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12874,1,0,1,0,49.23013698630137,9.789041095890411,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12878,1,1,1,0,60.5013698630137,-1000.6657534246576,1,0,1,0,1.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
12880,1,0,1,0,56.013698630136986,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12883,0,1,1,0,39.78630136986301,2.364383561643836,1,1,0,0,1.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12885,1,1,1,0,44.55616438356165,0.8602739726027397,1,0,1,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12886,1,0,0,1,38.32054794520548,2.698630136986301,1,0,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
12887,1,0,1,0,52.45753424657534,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12888,0,1,0,0,40.08767123287672,1.1972602739726028,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12889,1,0,0,0,48.77534246575343,29.484931506849318,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12893,1,1,1,0,50.09041095890411,3.0493150684931507,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12896,1,0,0,0,30.136986301369863,2.213698630136986,1,1,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
12897,1,1,1,2,34.14520547945205,4.468493150684932,1,0,1,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12898,1,0,1,0,57.44383561643836,-1000.6657534246576,1,0,1,0,2.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12899,1,0,1,0,57.44383561643836,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12901,1,0,1,1,43.32054794520548,1.547945205479452,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12902,0,0,1,0,40.41917808219178,5.383561643835616,1,0,0,0,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12904,0,1,1,0,51.52328767123288,3.2986301369863016,1,0,0,0,2.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12906,0,0,1,0,64.86027397260274,5.717808219178083,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12910,0,0,1,0,41.74520547945205,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12911,0,1,0,0,30.50958904109589,9.553424657534247,1,0,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
12913,1,0,0,1,27.153424657534245,7.301369863013699,1,0,0,0,3.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
12915,1,1,1,1,35.58082191780822,6.383561643835616,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
12918,1,0,1,2,42.87123287671233,11.389041095890413,1,1,0,1,4.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12920,1,1,1,1,38.367123287671234,0.8,1,0,0,0,3.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12922,0,1,1,0,49.013698630136986,0.547945205479452,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12923,1,1,1,0,64.08219178082192,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12933,1,1,1,2,29.813698630136987,11.304109589041095,1,1,1,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
12934,1,0,0,0,58.824657534246576,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
12938,0,1,1,2,35.676712328767124,4.383561643835616,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12944,1,0,1,1,37.24109589041096,4.635616438356164,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
12946,1,0,1,0,61.72602739726028,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12947,0,0,1,2,35.71780821917808,0.547945205479452,1,0,0,0,4.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12949,0,1,1,0,68.90958904109588,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
12951,1,0,1,1,49.72602739726028,4.964383561643835,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12952,0,0,1,0,43.75890410958904,2.8794520547945206,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12956,1,0,1,0,61.18904109589041,40.57534246575342,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12962,0,1,1,0,55.345205479452055,1.632876712328767,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12963,0,1,1,2,38.21643835616438,8.301369863013699,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12964,1,0,1,4,47.85753424657534,20.30958904109589,1,0,0,0,6.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12967,1,0,1,0,61.12602739726027,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
12968,1,0,1,0,58.71506849315068,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
12969,1,0,0,0,52.10958904109589,0.6328767123287671,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
12971,0,1,1,2,45.11780821917808,9.052054794520547,1,1,1,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12978,1,0,1,0,62.06849315068493,-1000.6657534246576,1,0,0,0,2.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12981,1,0,1,0,55.0986301369863,28.19178082191781,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12985,1,0,0,0,28.32328767123288,1.5917808219178082,1,0,1,0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
12986,1,0,1,2,38.93698630136986,5.175342465753425,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12988,1,0,1,0,56.153424657534245,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12991,1,1,1,0,33.16164383561644,2.33972602739726,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
12993,1,1,1,0,57.95068493150685,1.0876712328767124,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
12997,0,1,1,1,32.04109589041096,10.764383561643836,1,1,0,0,3.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13001,0,1,0,1,59.4,11.6,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
13003,0,0,1,0,53.45479452054794,9.597260273972603,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13005,1,0,1,1,25.44383561643836,3.9232876712328766,1,1,0,0,3.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13008,1,0,1,0,30.476712328767125,3.175342465753425,1,0,0,0,2.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13014,1,0,1,0,48.035616438356165,10.345205479452057,1,0,0,0,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
13016,0,1,1,2,33.583561643835615,14.931506849315069,1,0,0,0,4.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13022,1,0,1,0,47.02191780821918,8.926027397260274,1,1,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13027,1,0,0,2,27.638356164383563,4.923287671232877,1,1,1,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13029,1,0,1,1,39.62465753424657,-1000.6657534246576,1,0,1,0,3.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13030,1,1,1,0,40.3041095890411,17.602739726027398,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13033,0,1,1,1,49.942465753424656,1.0876712328767124,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13034,1,1,1,1,47.13972602739726,3.8383561643835615,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
13035,1,1,1,0,49.56164383561644,25.18904109589041,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
13036,1,0,1,0,47.74520547945205,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13042,0,1,1,0,43.92054794520548,4.923287671232877,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13043,0,1,1,0,46.23835616438356,6.761643835616439,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13045,1,0,1,0,41.84657534246576,0.5917808219178082,1,1,1,0,2.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
13046,1,0,1,2,35.945205479452056,4.090410958904109,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13047,0,1,1,0,24.704109589041096,1.5917808219178082,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13051,1,1,1,0,43.77534246575343,9.512328767123288,1,1,1,0,2.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
13055,1,0,1,1,38.72054794520548,0.5068493150684932,1,0,1,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13058,1,0,1,0,58.71780821917808,-1000.6657534246576,1,0,0,0,2.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13059,0,0,1,0,53.6,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13061,1,0,0,0,50.75068493150685,4.676712328767123,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
13065,1,0,1,0,60.89041095890411,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13066,1,0,1,0,45.18630136986302,25.356164383561644,1,0,0,0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
13069,1,0,1,1,29.164383561643834,10.597260273972603,1,1,1,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13074,1,0,0,0,30.52054794520548,10.43013698630137,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13075,1,0,1,0,56.772602739726025,7.512328767123288,1,0,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
13077,1,0,0,0,45.25753424657534,3.5945205479452054,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13078,0,1,0,0,42.74520547945205,1.673972602739726,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13083,1,0,0,0,62.035616438356165,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13087,0,1,1,1,46.18082191780822,2.33972602739726,1,0,0,0,3.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
13091,0,1,1,0,46.89041095890411,12.6,1,0,1,0,2.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
13094,1,1,1,1,37.83835616438356,9.26027397260274,1,0,0,0,3.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13096,1,1,1,0,28.46027397260274,6.676712328767123,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13100,1,0,1,0,61.64657534246575,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
13101,1,0,1,0,54.92328767123288,7.010958904109589,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13105,1,0,1,0,55.28219178082192,4.676712328767123,1,0,0,0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
13106,0,1,1,0,35.38904109589041,4.838356164383562,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13112,1,0,1,1,41.41369863013698,6.257534246575342,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13115,1,0,1,0,45.55616438356165,10.01095890410959,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
13118,1,0,1,2,39.38356164383562,3.5095890410958903,1,0,0,0,4.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
13119,0,1,1,3,36.78630136986301,1.2547945205479452,1,1,0,0,5.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13120,1,0,1,0,46.347945205479455,11.18082191780822,1,1,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
13122,1,0,1,2,32.24931506849315,10.764383561643836,1,0,1,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13124,1,1,0,0,51.52328767123288,10.01095890410959,1,0,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
13125,0,0,1,1,27.915068493150685,3.2575342465753425,1,1,1,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13127,1,0,1,0,61.35890410958904,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13128,1,0,0,0,52.394520547945206,1.8356164383561644,1,0,0,0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
13132,0,1,1,2,26.435616438356163,6.257534246575342,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13134,1,0,0,1,33.23561643835617,2.1726027397260275,1,0,0,0,3.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
13135,0,1,1,0,67.89041095890411,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
13140,0,1,0,2,39.12054794520548,14.6,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13142,0,0,1,1,46.15890410958904,1.673972602739726,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13143,1,0,1,0,66.10684931506849,-1000.6657534246576,1,0,0,0,1.0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
13145,1,0,1,0,60.4,5.50958904109589,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13146,0,1,1,0,36.78630136986301,14.347945205479451,1,1,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13149,1,0,0,1,29.816438356164383,5.090410958904109,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13151,1,0,1,0,53.865753424657534,8.345205479452055,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13153,1,0,1,1,30.457534246575342,8.841095890410958,1,0,0,0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13156,0,0,1,1,44.61917808219178,4.594520547945206,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13159,0,1,0,1,44.68493150684932,3.8383561643835615,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13161,1,0,1,0,50.31506849315068,1.9205479452054797,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13162,0,0,1,0,45.32054794520548,23.936986301369863,1,1,1,0,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
13164,1,0,1,1,32.93698630136986,11.18082191780822,1,0,0,0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13166,0,1,1,3,42.2958904109589,13.347945205479451,1,0,0,0,5.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13167,0,1,0,1,33.536986301369865,7.926027397260274,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13171,0,0,1,2,41.13972602739726,9.345205479452057,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13173,1,1,0,0,50.583561643835615,17.517808219178082,1,0,0,0,2.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13175,1,0,0,0,26.898630136986306,1.4246575342465753,1,0,0,0,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
13177,1,0,1,0,47.53972602739726,1.3397260273972602,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
13178,1,1,1,1,40.07671232876712,21.19178082191781,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13179,0,1,1,0,50.512328767123286,6.846575342465753,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13180,0,1,0,1,32.1945205479452,1.5972602739726027,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13183,1,0,1,0,37.224657534246575,11.605479452054794,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13184,1,0,0,0,30.304109589041097,0.4301369863013699,1,1,1,0,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
13186,0,1,0,0,47.704109589041096,1.093150684931507,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13188,0,1,1,0,48.70958904109589,3.682191780821918,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13189,0,1,1,0,44.01643835616439,3.9287671232876713,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
13190,1,0,0,0,63.983561643835614,12.186301369863012,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13191,1,0,1,0,27.18904109589041,5.013698630136986,1,0,1,0,1.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
13192,1,0,1,0,32.298630136986304,1.010958904109589,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13193,0,1,1,0,49.75890410958904,18.523287671232875,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
13194,0,0,1,0,54.21369863013699,6.263013698630137,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13196,1,0,1,2,31.383561643835616,4.263013698630137,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13197,1,0,0,1,32.30684931506849,0.3452054794520548,1,0,0,0,3.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
13198,1,0,1,0,46.77534246575343,1.3452054794520547,1,0,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
13199,0,0,1,0,45.95068493150685,0.7643835616438356,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13200,1,1,1,1,42.02739726027397,2.7643835616438355,1,0,1,0,3.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
13202,1,0,1,0,28.112328767123287,8.435616438356165,1,1,1,1,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13203,0,0,1,0,27.605479452054794,0.6794520547945205,1,0,0,0,1.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
13204,0,1,1,0,44.057534246575344,4.928767123287671,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
13205,1,0,1,1,47.24109589041096,6.515068493150685,1,1,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13207,1,1,1,1,46.12328767123287,6.515068493150685,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
13208,0,1,0,2,28.47945205479452,2.010958904109589,1,0,0,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
